compound,CmpdID,Pathway,parent,medRt,C_D0,C_D7,C_D14,C_D21,C_D28,C_D35,C_D42,G1_D0,G3_D0,G4_D0,G5_D0,G6_D0,G7_D0,G1_D7,G3_D7,G4_D7,G5_D7,G6_D7,G7_D7,G1_D14,G3_D14,G4_D14,G5_D14,G6_D14,G7_D14,G1_D21,G3_D21,G4_D21,G5_D21,G6_D21,G7_D21,G1_D28,G3_D28,G4_D28,G5_D28,G6_D28,G7_D28,G1_D35,G3_D35,G4_D35,G5_D35,G6_D35,G7_D35,G1_D42,G3_D42,G4_D42,G5_D42,G6_D42,G7_D42,Median Ctrl day 0,Median D0,Median D7,Median D14,Median D21,Median D28,Median D35,Median D42,FC42/0 ,pvalue
Spermidine,C00315,Polyamines,146.1647,1.129412,7404514,5302683,7150656,10478640,9482912,10029840,9459331,9894167,7709602,8668765,11535120,7556692,12440060,8994780,6233356,8087272,9951871,7483702,9281975,9478239,6933562,8264960,10397110,8886213,11077210,14836520,9857045,11672190,14593070,16402320,12629890,13900560,9121631,11510910,14444280,12722550,15590870,13524060,10444830,10966730,15784600,14061290,16326480,14031560,9396972,11436920,15884600,12118340,15925430,7404514,9281466,8541026,9182226,1.36E+07,13311555,13792675,1.31E+07,1.41E+00,0.000564006
Spermine,C00750,Polyamines,203.2225,1.133577,17400240,10783340,7769548,11889240,10709300,9294261,9483411,21706090,98746300,11912110,43061100,9437490,11290180,12174320,61941440,8830915,25886050,9085041,5479208,10546800,67045630,7437218,21861270,8472598,4913942,15354080,100846900,12580520,25166530,7847670,10571460,15974210,80180510,10865360,26570150,9843550,5674406,12738540,76121260,9133021,25461530,8195186,5173409,12825000,82769590,9823755,24043360,8088344,5153956,17400240,16809100,10629680.5,9509699,1.40E+07,13419785,10935780.5,1.13E+07,6.74E-01,0.029899385
Biliverdin,C00500,Heme synthesis/turn-over,581.2403,6.349909,2352.429,4230.337,788.2634,1073.04,556.3524,718.6592,357.6433,12865.5,3505.698,15377.36,8447.425,0,3610.452,24304.28,8376.015,8037.905,3243.627,0,12595.58,9396.312,7408.148,995.0254,2388.259,3534.98,6128.182,11984.86,9299.825,2445.472,1231.774,1383.913,658.4939,4795.013,3111.05,575.2842,770.7659,739.3416,2253.67,3559.971,2236.943,1910.126,1784.304,420.4077,567.452,8453.118,7157.549,2645.245,1981.829,463.6291,1977.673,2352.429,6028.9385,8206.96,4831.581,1.91E+03,1512.21795,1847.215,2.31E+03,3.84E-01,0.193769537
Bilirubin,C00486,Heme synthesis/turn-over,583.2621,5.952201,19981.98,2923.911,0,1866.172,955.4576,3642.111,1896.765,17429.51,16590.69,5993.631,7352.631,6549.235,13076.38,4380.5,3754.827,1651.019,0,0,0,0,590.0591,0,0,1550.004,0,2012.684,2083.48,1987.784,1691.096,2116.061,2038.549,786.1772,777.7578,0,645.1106,528.545,769.8194,667.0891,1332.501,379.3183,698.7549,1618.07,598.4138,447.7304,558.9085,1991.117,601.9965,1561.009,492.0766,19981.98,10214.5055,825.5095,0,2.03E+03,707.465,682.922,5.80E+02,5.68E-02,0.007129237
Heme,C00032,Heme synthesis/turn-over,559.2398,6.903721,20427.13,25173.22,11344.27,10118.41,6825.693,7874.023,13839.77,5896.489,2059.902,5808.784,29973.73,27541.3,28541.95,29410.05,26634.84,24784.09,1839.995,6108.32,5303.441,4498.166,4356.133,2350.7,4211.39,11612.89,10056.64,9981.776,5604.312,6216.776,5190.023,3530.23,4925.825,3149.335,3328.21,1738.194,3304.139,6811.229,6258.101,6761.996,7982.346,10224.45,9925.93,8251.526,9922.122,12377.88,13598.8,14211.59,15315.6,15508,13622.93,20427.13,16718.8945,15446.205,4427.1495,5.40E+03,3316.1745,9086.824,1.39E+04,8.32E-01,0.642635138
Bilirubin-glucuronoside,C03374,Heme synthesis/turn-over,759.2922,8.783088,0,4750.778,994.9902,1409.96,808.9483,2134.584,678.0277,2420.39,2257.796,4871.484,4132.866,4995.885,1937.71,4503.989,3076.81,2209.884,1136.172,1449.28,883.9981,2658.971,865.1357,955.7873,2802.524,1460.153,1048.399,1862.112,1100.033,1395.539,1127.325,1444.026,820.6748,1766.18,3437.164,947.0135,1610.381,891.2665,1272.867,900.3488,1451.529,1473.351,2766.088,0,582.7935,709.3809,1138.563,620.7097,621.0316,986.3963,912.6315,0,3276.628,1829.582,1254.276,1.26E+03,1441.624,1175.9389,8.11E+02,2.48E-01,0.007715028
Heme A,C15670,Heme synthesis/turn-over,797.4231,5.831306,256384.4,170660,311665,483901.2,369497.5,663337.4,508733.8,323699.2,312010.9,229128.8,214610.9,163171.8,199206.8,166338.7,245886.5,139968,200414.1,178968.2,178968.2,205647,373780.8,431067,364083.1,290768.2,476595.2,571899.9,364968.7,292051.3,453970.5,731074.9,1005724,487304.2,151427,510502.9,379391.5,495175.2,925590.3,479166.4,776129.6,535930.2,940979.5,2091418,2147307,1160813,665815.8,1027212,2162034,1040629,2895165,256384.4,221869.85,178968.2,368931.95,5.13E+05,491239.7,858554.55,1.10E+06,4.96E+00,0.017769558
Heme C,C15817,Heme synthesis/turn-over,803.2896,5.848794,95720.38,75480.5,89501.27,37941.01,54812.57,78816.96,59412.4,112632.6,64590.31,69211.9,157406.9,71778.27,93244.52,29334.35,37083.93,72765.45,17886.87,99450.29,99450.29,70104.6,98667.71,58653.93,60511.51,96861.8,70276.4,51310.5,47216.47,148161.5,40152.63,100468.2,82940.72,81301.22,116578.6,100044.8,107532.5,118998,65051.86,21230.37,53310.05,162035.9,28963.08,69460.54,193201.3,108638,208069.2,149705.5,164852.3,319792.4,320952.9,95720.38,82511.395,54924.69,70190.5,6.71E+04,103788.65,61385.295,1.86E+05,2.26E+00,0.044719814
Heme O,C15672,Heme synthesis/turn-over,783.4462,5.833352,63272.03,20837.49,87296.84,78462.31,109036.8,83230.48,79326.3,58521.86,117540,146128.4,84391.81,25293.08,59855.44,28587.03,46388.43,48873.48,29037.59,216675.9,216675.9,153521,48108.88,46570.75,81446.76,79873.84,95808.43,79151.72,30200.73,131442,107045.4,130647.3,110584.7,64929.97,49581.39,79124.18,92642.56,64144.39,67741.02,84634.93,68018.15,116572.5,123281.8,156175.6,239635.5,49458.43,68601.52,203347.3,226804.4,280178.1,105256.7,63272.03,72123.625,47630.955,80660.3,1.09E+05,66335.495,119927.15,1.54E+05,2.14E+00,0.161941539
N-Acetylneuraminate,C00270,Aminosugars,308.0984,1.458856,126006.6,169305.5,308848.8,301518.2,391509.4,339200.3,303968.3,83033.71,149477.6,142800.5,193576,127110.5,202086.8,261555.4,245012.3,305778.5,316475.8,294343.7,207980.4,289580.2,338791.5,315014,475641.7,376747.6,390118.2,404262.4,416959.3,333204.4,555350.2,424416.9,396991.1,359522.8,388837.2,348634.9,519439.8,443929.4,456158.4,370554.8,453343.2,329238.8,453536.6,456431.1,457439,383838.3,337210.1,278210.6,527941.1,344830.8,334294.7,126006.6,146139.05,277949.55,357769.55,4.11E+05,416383.3,453439.9,3.41E+05,2.33E+00,0.001441741
alpha-D-Glucosamine 1-phosphate,C06156,Aminosugars,258.0374,1.190289,7872.77,5553.878,0,11344.91,8173.062,18249.35,7240.667,10108.61,41731.59,38753.4,71541.66,8888.267,75309.3,41416.89,68387.08,21409.32,10555.11,0,76255.66,52284.8,41588.21,34820.76,29363.82,20683.58,32255.51,8877.719,41391.68,20432.18,19193.67,12704,8349.068,7256.63,11501.55,6962.444,25879.79,25469.28,6383.529,3467.93,23349.63,36042.25,33925.14,16885.93,7067.695,6249.419,31952.37,6996.545,0,36612.49,5692.108,7872.77,40242.495,31413.105,33538.135,1.59E+04,9379.09,20117.78,6.62E+03,1.65E-01,0.158227257
L-Arabinose,C00259,Aminosugars,149.0439,1.429062,836606.5,740780.8,676948.4,573233.1,553883.3,509036.1,424480.1,745052.1,1031833,1072091,1089011,823535.1,1092942,890944,1047695,1026574,945434.8,812188.8,749291,795994,842371.5,861795.8,753177.4,625931.5,705215.1,691328.5,709347.2,711144.6,601445.7,558515.9,591754,564814.1,501303.7,577421,513374.9,567854.7,519447.2,513511.8,620741.6,591020.7,533763.3,478879.1,448219.6,524660.2,474456.4,514286.5,466949.3,423134.8,286788.7,836606.5,1051962,918189.4,774585.7,6.46E+05,542130.65,523637.55,4.71E+05,4.47E-01,0.001307365
1-4-beta-D-Xylan,C02352,Aminosugars,131.0333,1.269421,1505490,2330163,1281865,1025002,1294827,690056.8,952428.2,1517951,1344503,1426992,2000065,1967705,2032403,1725005,1700314,1503766,1695408,1587957,1393570,1191248,1278418,1383813,1459668,1070233,1461160,993430.3,895496.8,950086.2,955639,1186462,787978.4,842078.3,1066773,1089418,690800.2,741609.2,695835.7,0,554899.3,868893.7,569290.1,531197.2,0,433972.5,706449.8,724755.8,0,679674.7,723418.3,1505490,1742828,1641682.5,1331115.5,9.53E+05,791843.75,543048.25,6.93E+05,3.98E-01,0.002187367
Phosphocreatine,C02305,Arginine and proline metabolism,210.0279,1.561178,262874.9,133413,97412.21,60466.75,66702.18,65192.89,37193.24,206338.4,169225.3,195740.8,160133.8,122112.8,323497.4,173316.6,117987.8,147682.9,124874.7,97256.59,183574.8,94075.75,33619.98,45845.22,102743.4,82314.88,135262.8,64420.55,52774.32,83286.76,60058.31,89906.8,40033.5,0,53056.18,102598.3,36638.84,38983.39,44761.07,30156.3,26063.85,38240.67,40883.63,30960.82,0,40820.67,39199.28,41877.96,21406.18,10013.04,0,262874.9,182483.05,136278.8,88195.315,6.22E+04,41872.23,30558.56,3.03E+04,1.66E-01,0.002903226
Creatine,C00300,Arginine and proline metabolism,130.0606,1.197112,1093637,885024.3,797651,764334.8,683178.4,647351.9,560593.6,1404433,1337196,1087883,917085.8,1045564,975426,1091104,1034240,835489.4,707903.6,734172.9,562453.2,986096,868965.4,771171,769582.5,634090.4,873666.8,1018942,907396.8,759451,721643.6,748152.7,704853.1,948735,697430.2,735909.2,596294,625658.1,752899.2,863786.3,713930.1,530647.6,519855.5,620823.3,620108.9,703501.3,692175.2,506560.5,530726.2,432728.4,442101.5,1093637,1066723.5,784831.15,820068.2,7.54E+05,716669.7,620466.1,5.19E+05,4.86E-01,4.90E-05
Creatinine,C00791,Arginine and proline metabolism,114.0663,1.217039,11790740,7511342,8045740,13767700,11941800,11463390,11316500,7688866,12654400,13074430,12576320,9576809,8821612,10266800,13031240,11274640,8264946,7285364,7891440,8701159,9338089,7160610,9696696,10157580,9491232,13927710,18810720,15315430,14047700,11373670,13078940,12277560,16192170,14387850,13097120,13094970,11016560,12052670,16308680,12935030,14021060,12165990,10861920,11568890,14932110,12362060,11994500,10687760,8967191,11790740,11076564.5,9265873,9414660.5,1.40E+07,13096045,12550510,1.18E+07,1.06E+00,0.222579946
4-Acetamidobutanoate,C02946,Arginine and proline metabolism,146.0808,1.273363,487189,561220.5,723279,986405.7,945446.9,867825.8,751428,321726.1,516447.4,538487.2,466855,565477.1,537389.9,490699.7,581215.3,594980.5,576383.5,576336.1,518328.9,680994.3,718545.8,651258.5,662991.3,689697.4,723908.9,970789.2,964218.3,954936.7,911863.7,852430.6,890956.4,867274.2,971857.8,867512.5,721958.2,837962,895749.8,907492.8,809496.8,740152.3,654237.2,857173.5,835501.2,768211.2,702320.2,725392.8,670615.6,652166.7,652104.2,487189,526918.65,576359.8,685345.85,9.33E+05,867393.35,822499,6.86E+05,1.30E+00,0.011141215
N-Acetylornithine,C00437,Arginine and proline metabolism,175.1073,2.090682,52259.64,52857.6,50532.32,63392.14,79315.98,102373.6,187066.4,58475.09,65166.82,68920.06,67637.37,54032.94,55392.76,69286.88,74588.46,71553.52,78849.41,53286.56,79699.02,95168.78,126968.7,111940,131986.2,58329.53,124841,168743,191742.1,161397.8,165439,163502,70384.2,234017.1,272559.6,250340.2,234193.4,79370.95,305881.8,365108.6,464770.6,316149.8,400209.7,151534.3,485844.6,575495.1,711128.7,645947.9,607895.9,0,666989.7,52259.64,61820.955,73070.99,118390.5,1.64E+05,242266.8,382659.15,6.27E+05,1.01E+01,0.006919089
N-Succinyl-L-citrulline,C18048,Arginine and proline metabolism,276.1181,1.597938,101057.6,111500,80583.43,69718.57,53757.22,43970.99,52198.34,93663.46,86026.51,65608.88,66491.64,124701.1,57530.41,79861.37,73657.86,62488.39,49481.53,130548.2,51849.05,65223,72791.22,61932.17,51964.86,113259.1,55828.34,72658.84,70766.94,48289,31893.79,56244.1,108343.5,76430.95,58059.58,31981.06,22558.9,70792.61,24768.44,52680.72,37596.54,20778.52,22617.94,70737.28,22207.31,44201.62,24293.94,19667.62,17959.18,49818.03,19474,101057.6,76259.075,68073.125,63577.585,6.35E+04,45020.32,30107.24,2.20E+04,2.88E-01,0.000178182
Guanidinoacetate,C00581,Arginine and proline metabolism,118.0612,1.330263,176597.9,72895.02,118033.4,148134,127563.4,141079.8,111079.2,178665.5,239498.6,323052.2,160041.4,94961.21,167864.7,145732.2,134892.9,223962.2,118520.4,71653.37,113684.4,129646.6,138968.6,203096.1,102551.6,104027.6,148029.7,240024.8,201074,309714.6,151555.8,236007.6,120898,120376.7,148279.8,263770.5,130316.5,84770.21,183781.2,156053,141415.9,212899.7,112096.4,61631.29,175840.9,143831.2,121415,216872.2,110877,47115.02,141760.4,176597.9,173265.1,126706.65,134307.6,2.19E+05,139298.15,148734.45,1.32E+05,7.59E-01,0.009956325
trans-4-Hydroxy-L-proline,C01157,Arginine and proline metabolism,132.0654,1.394788,325855.1,332378.1,339048.8,424130.5,381556.9,397358.7,233600.7,481638.7,389714.5,829224.3,509784.3,210072.5,249793.4,349192.2,239074.1,622888,360646.9,216312.7,256395.5,263219,154304.2,795712.6,283182.5,365838.5,88104.88,446373.3,480785.7,997809.9,477423.4,299054.2,412204.4,293846.1,226499,801575,267730.1,291035.8,231953.5,282471.5,249112.2,729652.8,396419.2,387275.8,260533.7,337369.9,307473.4,681903.2,320983.1,301352,162773.9,325855.1,435676.6,302793.85,273200.75,4.62E+05,279382.95,334873.65,3.14E+05,7.21E-01,0.069268713
Pantetheine,C00831,Panthothenate metabolism,279.1334,1.485437,0,0,0,0,0,0,0,17977.48,0,0,69917.1,2468.871,39735.72,11227.6,0,2091.133,49471.68,0,37428.39,14238.08,0,0,55719.89,5900.139,40273.45,19078.06,2287.547,4524.04,48228.36,25225.8,0,18582.46,0,0,0,0,0,5965.049,0,0,13745.02,0,5053.231,5428.793,0,0,23668.46,0,10938.42,0,10223.1755,6659.3665,10069.1095,1.18E+04,0,2526.6155,2.71E+03,2.66E-01,0.108840073
Pantetheine 4--phosphate,C01134,Panthothenate metabolism,357.0929,6.539503,2687.015,1356.795,754.1074,747.6557,442.4664,2379.182,3280.558,0,2341.615,0,1442.623,1177.695,1458.01,1662.099,2918.076,3016.01,7979.73,0,7696.582,1242.792,1542.659,2661.584,1872.719,1044.569,2717.926,3606.785,3419.244,2316.252,2472.133,1821.075,584.5333,1381.976,566.548,666.8132,3167.09,495.5722,663.4633,3579.332,2443.619,3625.737,4823.065,529.4217,2495.25,5036.975,3541.4,4120.688,5287.961,1130.229,2510.855,2687.015,1310.159,2967.043,1707.689,2.39E+03,665.13825,3037.291,3.83E+03,2.92E+00,0.029433489
Pantothenate,C00864,Panthothenate metabolism,220.1182,1.277071,36253.16,58122.89,40072.31,33695.81,57796.78,74510.33,47363.7,20095.92,20636.96,112455.6,18104.81,28519.23,21470.11,23880.06,7906.506,89852.99,17436.3,28201.28,26287.42,26327.75,16983.57,98580.81,30239.99,58054.06,44464.12,41072.04,60687.47,123026.9,9299.905,14339.28,73738.45,18901.84,28330.19,129127.5,20636.89,48242.65,47703.19,55438.62,17327.32,120297.7,26146.99,51581.74,37162.21,38807.5,16305.93,109212.4,38046.88,75591.4,38131.21,36253.16,21053.535,25083.74,37352.055,5.09E+04,38016.69,44371.975,3.85E+04,1.83E+00,0.094919024
Taurine,C00245,Sulfur metabolism,126.0218,1.436592,236290.1,157097.3,143057.5,159578.1,129858.4,124398.8,116286.3,225774.9,173046,246334.4,288755,92547.91,165732.4,124670.3,127944.8,181564.1,149803.4,110962.6,152995.8,98760.19,112190.4,252485.1,149120.8,141181.2,127879.5,158853.3,184943.7,256667.4,185179,206914.5,167170.5,136767.2,132355.5,228090.2,152059.9,112868.3,159610.2,144190,107930.4,171228.2,162865.2,100913.1,151788.8,86785.9,137681.2,138237.2,110902.6,90611.9,116882.3,236290.1,199410.45,138874.1,134530.35,1.85E+05,144413.55,147989.4,1.14E+05,5.71E-01,0.027037976
3-Sulfino-L-alanine,C00606,Sulfur metabolism,152.0014,1.543349,21839.73,37017.86,29850.84,40702.12,65254.29,29708.99,26380.29,31629.88,20437.99,10948.32,28731.07,23238.51,14229.44,21716.63,9850.451,18236.87,30735.82,26935.79,17635.66,13582.2,10597.71,10639.67,14849.92,15693.91,10503.8,7303.596,10597.57,26225.91,28174.57,7046.327,0,6226.273,11653.53,19711.5,17384.6,38698.6,0,6981.914,7070.711,8066.272,14925.94,33532.25,6824.734,0,5772.678,0,18192.2,19708.19,0,21839.73,21838.25,19976.75,12110.935,8.95E+03,14519.065,7568.4915,2.89E+03,1.32E-01,0.013782197
Mercaptopyruvate,C00957,Sulfur metabolism,120.9954,1.644864,0,0,1635.198,2089.455,1808.524,2247.624,5603.289,0,0,0,0,0,0,0,0,0,0,0,0,1810.014,0,2265.31,0,0,0,2.68E+03,6.61E+03,3.33E+03,2.46E+03,6.96E+03,0.00E+00,2531.704,3466.494,13359.6,3040.442,0,4354.384,3805.003,11562.04,12715.46,0,0,8802.44,1.03E+04,1.70E+04,1.37E+04,1.32E+04,2.91E+03,1.13E+04,0,0,0,0,3.01E+03,3253.468,6303.7215,1.23E+04,#ΔΙΑΙΡ/0!,0.002046056
2S-5S-Methionine sulfoximine,C03829,Sulfur metabolism,181.0628,0.9495693,8658.487,0,0,3962.143,0,0,0,5784.072,5496.12,7188.265,3504.993,4302.659,0,2730.335,4898.511,1774.322,0,1739.637,0,0,0,3243.126,0,1754.727,0,3074.677,0,0,1803.285,0,1549.712,0,0,1704.347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8658.487,4899.3895,1756.9795,0,7.75E+02,0,0,0.00E+00,0.00E+00,0.007686163
L-Selenomethionine,C05335,Sulfur metabolism,195.9853,1.008163,223173.5,227925.7,231492,200302.7,194115.8,202858.5,163210.3,207702.6,189768.9,205318,171996.5,208512.6,205224.8,219233.6,239480.6,201214.9,194649.8,205963.5,205157.3,209589.9,192486.2,200813.7,192215.6,154133,217818.9,201327.3,210259,205584.4,193628.4,193399.6,189724.4,212967.1,155181.2,204169.1,184157,170621.6,191357.3,167426.8,163204.2,187909.2,170438,174054.2,163260.6,156317.9,173997.5,163951,173043.3,150418.3,172219.3,223173.5,205271.4,205560.4,196649.95,1.97E+05,187757.15,168932.4,1.68E+05,8.19E-01,0.015059343
3-Sulfocatechol,C06336,Sulfur metabolism,188.9849,1.247087,0,379991.4,393612,299981.9,177944,219161.7,227841,0,0,0,3404.198,31977.24,165909.4,143547.1,217183.8,129789.1,58632.14,157138.8,101383.1,82083.35,241061.2,191308.4,38665.93,25658.38,158265.1,178300.4,243780,167429.4,36231.53,15258.01,107397.5,369694,161092.6,97135.7,25429.56,32476.94,153424.4,96330.51,179438.5,126599.7,46161.3,37035.71,158892.6,95580.06,222205.9,123902,36215.85,25255.54,137870.7,0,1702.099,136668.1,120174.225,1.37E+05,125280.05,111465.105,1.10E+05,6.45E+01,0.112386687
L-Cysteate,C00506,Sulfur metabolism,170.0113,1.542393,21521.71,15043.58,33768.88,83403.68,67978.87,57358.96,97222.65,24406.5,11848.53,12451.34,5077.95,4019.044,2532.408,17472.41,11189.9,11372.9,5166.277,0,3236.477,4954.93,6135.285,18700.19,23070.52,24359.45,10756.05,38807.41,36822.12,53254.9,33932.19,22644.43,42604.72,26283.5,26722.26,41496.38,35184.38,49327.37,26431.7,28107.72,37378.11,32087.72,37021.96,59003.78,36600.49,34593.7,34766.66,36510.25,37870.46,47695.38,27836.03,21521.71,8463.24,8178.0885,14728.12,3.78E+04,30953.32,36811.225,3.56E+04,4.21E+00,0.00211087
(R)-S-Lactoylglutathione,C03451,Sulfur metabolism,380.111,2.204828,6502.125,4325.06,9275.613,8187.973,11123.28,25142.38,27145.35,11443.1,6080.892,5892.049,9221.396,18158.14,7280.541,11918.57,17101.61,7779.07,4957.677,17452.93,7417.055,12724.26,5212.424,12525.06,4648.989,12978.51,9452.089,21600.08,13395.97,14169.99,11633.23,8495.8,0,26944.99,24193.99,15412.28,12659.24,24992.08,6279.495,29154.81,25517.45,25124.8,13097.39,24309,10626.52,32862.64,43479.13,21425.02,10642.37,26520.76,15569.47,6502.125,8250.9685,9848.82,10988.5745,1.25E+04,19803.135,24716.9,2.40E+04,2.91E+00,0.031733162
L-Methionine S-oxide,C02989,Sulfur metabolism,166.0528,1.469549,1075944,582552.1,404547.3,265631.2,61222.33,29913.47,13163.6,1201170,658240.2,607149.8,966574.3,242392.6,787327.8,436784.4,439131.2,181206.6,342631.3,214172,492861.2,293954.4,78022.12,39177.38,176414.4,81495.18,4821.705,77694.63,20112.88,15747.21,25527.35,39511.12,32620.41,17259.6,5745.384,22796.16,16783.79,14157.19,6396.778,6698.377,4076.262,3171.581,16737.23,4976.561,5508.492,13101.42,18789.34,6337.998,2780.313,4027.275,13180.07,1075944,722784,389707.85,79758.65,2.91E+04,15470.49,5242.5265,9.72E+03,1.34E-02,0.002698047
Cys-Gly,C01419,Sulfur metabolism,179.0479,1.478949,2502701,2920763,867080.5,647324.4,535243.6,412967.6,475998.5,2119588,1448635,811458.5,1482143,1072369,909064.1,719411.4,1042388,769235.7,729795.7,986394.3,925053.2,762318.8,413453,721037.8,444200.7,1201626,197730.6,383117.1,296068.9,365913.4,272893.5,502326.4,801909,0,230990.6,249445,139642,244008.2,104418.3,312092.5,112637.2,119626.6,119596.7,219997.1,110832.5,227260,227386.3,103496.5,51747.53,306785.2,101364.1,2502701,1260502,847144.45,582619.25,3.75E+05,185316.3,119611.65,1.65E+05,1.31E-01,0.001907306
Indole,C00463,Indole and Tryptophan,116.049,5.823421,1401.141,958.6333,856.4207,1924.532,744.5528,2433.68,1988.563,953.8829,667.8509,621.3011,11244.4,751.9387,6723.697,2480.68,2554.168,2257.913,12781.65,1928.331,6588.738,3910.128,339.9279,1599.672,11884.25,2207.464,6900.338,4130.433,1154.926,1303.852,13491.97,9125.349,3015.357,4530.39,1079.755,711.9048,15848.54,3491.707,7348.201,4171.892,1889.528,2107.975,17454.88,2279.858,7978.182,4031.983,258.5985,2612.891,15401.26,2756.025,9041.45,1401.141,852.9108,2517.424,3058.796,3.57E+03,4011.0485,3225.875,3.39E+03,3.98E+00,0.016626477
6-Hydroxykynurenic acid,C08480,Indole and Tryptophan,204.0342,1.587534,172589,112864.1,81693.15,76747.04,37627.14,35346.88,27718.79,149667.4,144409.3,148284.2,178942.8,128372.6,146954.9,128956,159644.2,114052.7,93871.52,95391.29,105545.9,78670.91,88892.94,92360.84,85900.12,73729.07,69741.16,81660.45,56578.25,0,65870.09,66384.45,68882.35,68759.09,76145.7,47172.75,74757.26,42926.14,23560.57,84743.43,68427.75,20646.91,35908.29,37112.48,56312.89,63148.64,43690.64,14680.22,53095.52,22019.79,42007.22,172589,147619.55,109799.3,82285.515,6.61E+04,57965.92,46712.685,4.28E+04,2.90E-01,1.97E-05
Catechol,C00090,Stimulating/Exogenous compounds,111.0441,1.266442,795650.9,1176272,947805.6,1239894,1329028,1034436,1078521,788962.5,751378.2,833408.8,720864.8,863655.2,899706.7,758998.5,690260,873140.8,964884.5,860531.8,915557.9,830836.2,814015.3,839271.9,876181.2,986446.2,1147232,1123642,1087738,1203267,1285984,1218598,1137896,1174351,1053989,1220582,962200.2,1256225,1306380,1163970,955421.7,1008782,950665.8,1146220,1273980,1086644,884728,1091960,1129166,1062431,1030921,795650.9,811185.65,866836.3,857726.55,1.17E+06,1197466.5,1077501,1.07E+06,1.32E+00,0.002791366
Catecholamine,C02012,Stimulating/Exogenous compounds,152.0703,1.265147,195073.6,207300.7,168839.5,240561.5,248000.1,239284.2,173445.5,158103.7,711236.3,194985.1,145381.2,138276.4,157240.3,159050.4,341292.5,158996.9,171685,142095.3,138803,163454,553580.6,174154.9,165328.2,183845.2,167649.2,218322.4,616679.9,205159.8,190932.5,192294,174950.5,199218.5,574620.2,179509.7,189740.4,200936.9,227904.8,200477.8,507723.5,188393.8,118063.6,199065.4,202647.3,160421.4,422501.5,189324.1,187710.2,164432.8,151805.6,195073.6,157672,159023.65,170902.05,1.99E+05,200077.7,199771.6,1.76E+05,1.12E+00,0.485579819
Catechin,C17590,Stimulating/Exogenous compounds,291.0832,1.248963,89953.02,82501.48,22927.23,34358.1,12064.54,24897.23,10185.76,85378.34,81051.48,47477.48,38251.42,25605.06,45442.86,48273.89,23743.33,11009.83,35287.14,33611.18,33103.61,16741.09,42254.11,10784.61,11564.68,14198.62,15223.14,26949.69,30932.63,17277.96,8709.733,20564.23,9018.384,34684.89,21134.03,35759.99,0,13882.53,6603.59,9403.664,37214.54,14194.78,10768.79,11446.75,10786.45,25005.18,20167.47,7123.607,7698.748,15987.71,8026.033,89953.02,46460.17,33357.395,14710.88,1.89E+04,17508.28,11116.6,1.20E+04,2.58E-01,0.003936207
Salicylate,C00805,Stimulating/Exogenous compounds,137.0229,1.236966,91661.74,171477.4,144402.6,121279.5,157711.6,99232.98,131325.4,73087.15,81645.29,108196.9,105974.6,139983.5,100061.1,101280.8,77972.81,133023.6,136962.3,95443.09,80540.34,138146.6,161253.1,92342.57,147770.9,120143.1,101852.1,94156.69,109761.8,119419.3,110687.6,119924.1,85352.66,125777.6,92236.34,136410,134394.3,109290.6,99732.47,101369.5,95865.87,96653.22,118603.8,102323.6,80843.05,104111.9,70602.45,134933.3,88315.41,103845.1,77469.2,91661.74,103017.85,98361.945,129144.85,1.10E+05,117534.1,99011.36,9.61E+04,9.33E-01,0.677963478
Oxyresveratrol,C10273,Stimulating/Exogenous compounds,243.0616,1.21812,246050,436158.5,258713.7,257238.2,299139.2,336321.6,292601.3,278927.2,394579.9,341734.2,286364,485566.3,298084.7,278121.3,387239,253053.2,265931.4,418460.4,258907.4,265564.7,344350.6,266839.1,322924,384033.5,375628.9,250154.5,392765.7,258119.1,351808.9,357114.2,431978.6,232196.7,374657.1,300925.8,278512,404951.2,355540.5,306586.7,372266.7,277090.1,302076.8,445636.7,357224.4,230088.4,307872.6,332758,347564,347557,341106.9,246050,319909.45,272026.35,333637.3,3.54E+05,328233.15,331905.55,3.37E+05,1.05E+00,0.385515369
Noradrenaline,C00547,Stimulating/Exogenous compounds,170.0808,1.26255,160258.7,195641.5,212441.4,314809.1,299819.9,277655.1,236012.9,100502.6,153176.1,167059.7,144473.8,190293,146084.5,157318.3,107255.2,199713.1,196368,180734.2,187277.8,183141.4,204589,210799.7,205849.5,251500.8,216803.3,300789.3,255823.9,268848.4,288187,279214.8,269601.4,280636.9,253903.4,253193.3,243005.4,303861.9,274144.8,257715,222768.1,219771.9,211017.6,267048.3,254942.1,225305.6,153902.6,223304.4,192606,200732.3,216521.6,160258.7,149630.3,184006,208324.6,2.74E+05,264024.1,238855.1,2.09E+05,1.39E+00,0.036549386
